no,username,testId,topic,Favorite Class,School Improvement,Questions,School Routine,Project,ANIMALS,COMMUNICATIONS,DIRECTIONS,POP_CULTURE,THEATER,TRAVEL,CAREERS,SCIENCE,
19,A2124485,1411262,Favorite Class,0.20486185128141446,0.1226281591706805,0.09364890167148937,0.08320254639504003,0.08532051082875713,0.061647687327638194,0.10727530588992674,0.0388522297556113,0.08531553343800184,0.07167971651270774,0.06532006480081412,0.0634113349294908,0.07638312074556634,
20,A2124485,1411262,School Improvement,0.12259253323919478,0.19762920151715255,0.07810147772940919,0.05289040627631633,0.07377206009230071,0.06550964133433781,0.07863155793712123,0.030735525686460798,0.08832210792125544,0.05642283285839324,0.05133301523249604,0.050119612078847436,0.03368738984890906,
21,A2124485,1411262,Questions,0.03864995756183626,0.05900234946681791,0.21595605946473923,0.028483322906804796,0.0410233993216723,0.05442155198289081,0.0705192826238534,0.04597007392215689,0.058660336558439954,0.051925334418331776,0.04919851224456504,0.030290684935496193,0.0251541999666728,
22,A2125255,1412032,Favorite Class,0.10809553670195075,0.07475472440109955,0.0891958350621902,0.03802589423054854,0.05004080593998766,0.04508949639996441,0.07028046459168315,0.030377161111105923,0.06853256488352655,0.05777824530772031,0.05947988475371691,0.027222636884050622,0.03404161851531417,
23,A2125255,1412032,School Improvement,0.08404946386931215,0.181885253602992,0.04782613770473766,0.03780091575652789,0.04237893303939729,0.045376420067158654,0.0800947905731869,0.03308504902267202,0.1156965888769773,0.07538392134180047,0.05149581758565577,0.029762325282210306,0.03938959316639475,
24,A2125255,1412032,Questions,0.06087558182040465,0.05025912261980396,0.13936595776355512,0.026567093728981223,0.03695956466848386,0.03830195130269499,0.04406588706297986,0.03291091443893926,0.044696662638380624,0.03585277949224972,0.0401855017695166,0.02515201062695125,0.013379635735733338,
25,A2125834,1412607,Favorite Class,0.08586798974181589,0.0655863288148357,0.04479388228740125,0.055040519772492025,0.058857597003523325,0.05049971198547952,0.0628893864001819,0.031056172806725388,0.06473099043801375,0.05916912600965248,0.06673255610974894,0.02578601444319135,0.030858033426948258,
26,A2125834,1412607,School Improvement,0.08230811471862133,0.160165052013618,0.0810718764327574,0.06546027387727704,0.09493681929671555,0.08895157511908702,0.11428383512974295,0.05727161808699798,0.13330963685053607,0.10048265283436994,0.1021296656113071,0.04696962686599271,0.053899853169860755,
27,A2125834,1412607,Questions,0.049669990961128625,0.09530087153519931,0.17983354371705318,0.04302814100690957,0.0634107445440906,0.0704047492786673,0.08879418581265369,0.05408387726112053,0.0913094154820927,0.06672101262495313,0.06449907169816516,0.0336778940712755,0.03139254335864025,
28,A2126593,1413367,Favorite Class,0.03702698852520726,0.03552931356125357,0.026570858462746635,0.0184734710535151,0.03172433983185088,0.027153137319206214,0.026389786651241875,0.015192928186592854,0.0320246403981584,0.041027078549268244,0.039449792362922696,0.022608416892670916,0.016175038261369797,
29,A2126593,1413367,School Improvement,0.04122002300583827,0.09131835047610086,0.04429759883443633,0.023163170620630346,0.029375686031466695,0.032003771544962596,0.04068054356562242,0.020089402336706693,0.061239893497016806,0.038997771362277715,0.031422440396498066,0.023056210020843973,0.015293240585922935,
30,A2126593,1413367,Questions,0.027772900123524007,0.032874433934600725,0.07499307622840459,0.01805126050032605,0.02443494727386632,0.03769923534318,0.04122748870898253,0.030559209717524828,0.03889562591787729,0.03378704054254064,0.03495074847178818,0.014053748132592105,0.01722176721969354,
31,A2127225,1413961,School Routine,0.01909568881687861,0.01787560946513691,0.014628713199971811,0.0977958976749627,0.016046660581385465,0.0132345455852315,0.013277774425037542,0.007857962447379137,0.01785639173468102,0.02407808480951149,0.022457890490206182,0.004197892165910312,0.0071406415950460685,
32,A2127225,1413961,Project,0.0553244644144595,0.06098990038663429,0.08428277381140135,0.03154400111072453,0.11574870642698967,0.06162515733346326,0.06635745275356908,0.04571333593552952,0.06813976024560192,0.07118043839993066,0.07746533571992067,0.03461424035603123,0.031338057221806964,
33,A2127225,1413961,Questions,0.01868131704708642,0.02581503995993991,0.09238133707276291,0.014162528023865199,0.024190848059298352,0.02639659218192917,0.034544408320762,0.027873321710291717,0.03156735618316056,0.026992037203656814,0.028110788726253638,0.010772746044304823,0.013786201538878584,
34,A2128824,1415531,Favorite Class,0.07310297512847286,0.04364306210280049,0.03808752082392143,0.020886445165721926,0.04320933826406181,0.03020195640255881,0.035072154754796483,0.01943617968413572,0.04088318476853209,0.039435303340990206,0.035004434604199185,0.026853990641131777,0.022469618893868913,
