no,username,testId,topic,About Me,Things To Do,Best Friend,Wishlist,School Supplies,CITY_TOWN,WEATHER,FAMILY,CELEBRATIONS,
1,A2111575,1398952,About Me,0.14800734348839284,0.08276644728402124,0.08594076141250573,0.05741819835898657,0.035604832160753275,0.12667971497965438,0.12324230214878674,0.14081070930327688,0.11537145080923167,
2,A2111575,1398952,Things To Do,0.06589647152489271,0.13575847282390677,0.05968869240223592,0.03417857361690142,0.039146865526820604,0.10266680273721865,0.095355739833805,0.07202023179168424,0.06916640869153352,
3,A2111575,1398952,Best Friend,0.05258883287955271,0.04116508276183208,0.1032118308662299,0.021615178171136028,0.04961670325169735,0.08147441971792839,0.08473308310919767,0.052280152334396666,0.07448209268423281,
4,A2127013,1413752,Best Friend,0.11024877901720471,0.07857913229828209,0.1911795879904026,0.02952348531461748,0.019814041591685115,0.08927805191316193,0.10074187884952276,0.11187542966843099,0.10569964039062137,
5,A2127013,1413752,About Me,0.18765628613727647,0.15402966870845247,0.07775156148496304,0.04348787075863151,0.028771043263675914,0.10507460042123462,0.15441464168916835,0.1005502351045429,0.10371569672933693,
6,A2127013,1413752,Things To Do,0.09281966297225507,0.18164993323942152,0.054502990293901044,0.029476804168588024,0.030174480624376922,0.09013784496319574,0.10254298406793613,0.05624445225358425,0.06702918551506003,
7,A2191312,1476242,Wishlist,0.07644432945549132,0.0797792067360665,0.03218348097922396,0.07140235267993517,0.0022452384739172905,0.023329852553520332,0.05389997944598682,0.01905164820256366,0.029298041064909016,
8,A2191312,1476242,About Me,0.15264565421605217,0.06863894666675224,0.05248112648081047,0.0491012503669241,0.025841983281608624,0.06919661921064629,0.08154402722719654,0.0819297112139622,0.06577291953079514,
9,A2191312,1476242,School Supplies,0.018382085228885153,0.01670699859964447,0.00797078703090874,0.01628065968982584,0.13191761631921733,0.021761016033968766,0.02223032967734786,0.010497595246854664,0.011594522313104816,
10,A2252161,1534539,Wishlist,0.0006386240739440737,0.0,0.0024831136263873954,0.06353066778154796,0.0034833565253462413,0.0,0.0006553071938732256,0.00046381452394827767,0.0,
11,A2252161,1534539,About Me,0.11297367819930418,0.05789535643478348,0.04365470020992875,0.037883820795360845,0.03073290540330271,0.0944974704743072,0.08762091798187785,0.05877775780826948,0.05885435291669369,
12,A2252161,1534539,School Supplies,0.029570334107409064,0.023635015256421907,0.011507562735291155,0.02303607160471384,0.08337914520048964,0.024581074224980126,0.02777436616046067,0.012599487726697885,0.016386134966508783,
13,A2292886,1572957,About Me,0.15325318007217176,0.04343557188422284,0.039495629205795246,0.047408706121795416,0.020013424896256696,0.047622805642112784,0.06008969438980211,0.06319483438359924,0.043601665656534706,
14,A2292886,1572957,School Supplies,0.009086073320262438,0.005857512044401454,0.004924522126580138,0.010357055431491955,0.11948105643936796,0.020727882009664675,0.007829305983502018,0.007933666045890657,0.003512406811962912,
15,A2292886,1572957,Wishlist,0.02516070598282734,0.018394065041867327,0.012867066219764706,0.10367711899246079,0.014932545364419736,0.023050130450379985,0.0243465533024766,0.012648973833657252,0.018263151818831418,
16,A2391044,1667891,Wishlist,0.01799184128526277,0.02629030927365331,0.005858251660183863,0.06445661861129871,0.0,0.004907199356224869,0.004944870699671268,0.00934984595333313,0.0031603903627893523,
17,A2391044,1667891,About Me,0.053575707275341604,0.019692098766180673,0.03518942254217079,0.019470553529285638,0.0156368771687527,0.04246321896587187,0.036165878443473576,0.029615435120772127,0.03146643271855681,
18,A2391044,1667891,School Supplies,0.0,0.0,0.0,0.0,0.024260425868591406,0.0,0.0,0.0,0.0,
19,A2403536,1678953,Best Friend,0.0,0.0,0.006555223869577496,0.0,0.0,0.0,0.0,0.0,0.0,
20,A2403536,1678953,About Me,0.08518075886813062,0.05835073124020046,0.03390385572783337,0.013606983454933405,0.005155668376860476,0.035889772489673726,0.047891615707622556,0.044046199729041294,0.03261930343239146,
21,A2403536,1678953,Things To Do,0.10670608643655552,0.14453157497352664,0.06222391892796035,0.026273667931279995,0.005966125111783192,0.046460758239174615,0.09740268917474379,0.05795815785066738,0.07342550117716833,
22,A2543812,1786865,About Me,0.0025800844821633547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,A2543812,1786865,School Supplies,0.009521393127474844,0.0018927383205094672,0.006222132561892003,0.009118406604103103,0.08885712748172937,0.019399379984222892,0.00435005523767139,0.00820688028103992,0.001323897349069509,
24,A2543812,1786865,Wishlist,0.0,0.0,0.0,0.009265815569079556,0.0,0.0,0.0,0.0,0.0,
25,A2571925,1807558,Wishlist,0.029158578102621728,0.01238729682524276,0.007453892245660525,0.07988781257302277,0.025992629720721708,0.016726354830352907,0.01783638917989,0.016364575681391928,0.012217944786103604,
